dtor     D               dtor.c:196  _al_register_destructor          [   0.12657] added dtor for sub_bitmap 000001A91FBD9430, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12664] added dtor for sub_bitmap 000001A91FBD84B0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12672] added dtor for sub_bitmap 000001A91FBD9620, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12679] added dtor for sub_bitmap 000001A91FBD9A00, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12687] added dtor for sub_bitmap 000001A91FBD6D70, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12694] added dtor for sub_bitmap 000001A91FBD7340, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12701] added dtor for sub_bitmap 000001A91FBD7910, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12708] added dtor for sub_bitmap 000001A91FBD7720, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12715] added dtor for sub_bitmap 000001A91FBD7B00, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12721] added dtor for sub_bitmap 000001A91FBD7530, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12728] added dtor for sub_bitmap 000001A91FBD7EE0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12737] added dtor for sub_bitmap 000001A91FBDDDA0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12744] added dtor for sub_bitmap 000001A91FBE3AA0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12752] added dtor for sub_bitmap 000001A91FBE1F80, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12760] added dtor for sub_bitmap 000001A91FBE0A30, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12766] added dtor for sub_bitmap 000001A91FBDF100, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12772] added dtor for sub_bitmap 000001A91FBE34D0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12779] added dtor for sub_bitmap 000001A91FBDF8C0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12785] added dtor for sub_bitmap 000001A91FBE1D90, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12791] added dtor for sub_bitmap 000001A91FBDD7D0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12798] added dtor for sub_bitmap 000001A91FBE32E0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12808] added dtor for sub_bitmap 000001A91FBDFAB0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12815] added dtor for sub_bitmap 000001A91FBE4830, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12822] added dtor for sub_bitmap 000001A91FBDD9C0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12829] added dtor for sub_bitmap 000001A91FBDE750, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12835] added dtor for sub_bitmap 000001A91FBE36C0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12842] added dtor for sub_bitmap 000001A91FBDEF10, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12849] added dtor for sub_bitmap 000001A91FBDDF90, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12855] added dtor for sub_bitmap 000001A91FBE2F00, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12862] added dtor for sub_bitmap 000001A91FBE2550, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12869] added dtor for sub_bitmap 000001A91FBDEB30, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12876] added dtor for sub_bitmap 000001A91FBDFCA0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12882] added dtor for sub_bitmap 000001A91FBE1000, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12890] added dtor for sub_bitmap 000001A91FBDE180, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12897] added dtor for sub_bitmap 000001A91FBE38B0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12903] added dtor for sub_bitmap 000001A91FBE4640, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12909] added dtor for sub_bitmap 000001A91FBE30F0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12916] added dtor for sub_bitmap 000001A91FBDCE20, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12923] added dtor for sub_bitmap 000001A91FBDE940, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12928] added dtor for sub_bitmap 000001A91FBE11F0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12934] added dtor for sub_bitmap 000001A91FBE3E80, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12940] added dtor for sub_bitmap 000001A91FBE0650, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12947] added dtor for sub_bitmap 000001A91FBE3C90, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12953] added dtor for sub_bitmap 000001A91FBE4070, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12960] added dtor for sub_bitmap 000001A91FBE2D10, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12966] added dtor for sub_bitmap 000001A91FBDED20, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12972] added dtor for sub_bitmap 000001A91FBE15D0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12979] added dtor for sub_bitmap 000001A91FBE2170, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12990] added dtor for sub_bitmap 000001A91FBE0840, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.12997] added dtor for sub_bitmap 000001A91FBE2360, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13003] added dtor for sub_bitmap 000001A91FBDD3F0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13011] added dtor for sub_bitmap 000001A91FBDDBB0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13021] added dtor for sub_bitmap 000001A91FBDFE90, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13028] added dtor for sub_bitmap 000001A91FBE2930, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13036] added dtor for sub_bitmap 000001A91FBDF6D0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13044] added dtor for sub_bitmap 000001A91FBE0C20, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13050] added dtor for sub_bitmap 000001A91FBE4260, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13057] added dtor for sub_bitmap 000001A91FBDD010, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13065] added dtor for sub_bitmap 000001A91FBE2740, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13073] added dtor for sub_bitmap 000001A91FBDF2F0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13082] added dtor for sub_bitmap 000001A91FBE17C0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13091] added dtor for sub_bitmap 000001A91FBE4450, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13099] added dtor for sub_bitmap 000001A91FBE0E10, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13107] added dtor for sub_bitmap 000001A91FBE19B0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13115] added dtor for sub_bitmap 000001A91FBE0080, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13124] added dtor for sub_bitmap 000001A91FBDF4E0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13134] added dtor for sub_bitmap 000001A91FBE0270, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13146] added dtor for sub_bitmap 000001A91FBE13E0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13158] added dtor for sub_bitmap 000001A91FBE2B20, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13168] added dtor for sub_bitmap 000001A91FBDD200, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13180] added dtor for sub_bitmap 000001A91FBDD5E0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13190] added dtor for sub_bitmap 000001A91FBDE370, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13201] added dtor for sub_bitmap 000001A91FBE0460, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13211] added dtor for sub_bitmap 000001A91FBDE560, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13240] added dtor for sub_bitmap 000001A91FBE1BA0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13269] added dtor for sub_bitmap 000001A91FBE4A20, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13290] added dtor for sub_bitmap 000001A91FBE8FC0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13299] added dtor for sub_bitmap 000001A91FBED1A0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13309] added dtor for sub_bitmap 000001A91FBEF670, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13319] added dtor for sub_bitmap 000001A91FBE9D50, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13332] added dtor for sub_bitmap 000001A91FBEB490, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13398] added dtor for sub_bitmap 000001A91FBE8DD0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13407] added dtor for sub_bitmap 000001A91FBEEAD0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13416] added dtor for sub_bitmap 000001A91FBECFB0, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13424] added dtor for sub_bitmap 000001A91FBEBA60, func 00007FFE3D3A1186
dtor     D               dtor.c:196  _al_register_destructor          [   0.13430] added dtor for sub_bitmap 000001A91FBEF480, func 00007FFE3D3A1186
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.13438] removed dtor for bitmap 000001A91FB11380
dtor     D               dtor.c:196  _al_register_destructor          [   0.13447] added dtor for font 000001A91AD47B20, func 00007FFE6E93128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.13454] removed dtor for bitmap 000001A91FB11B40
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14341] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:116  _al_run_destructors              [  10.14441] calling dtor for font 000001A91AD47B20, func 00007FFE6E93128F
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14471] removed dtor for font 000001A91AD47B20
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14571] removed dtor for sub_bitmap 000001A91FB11F20
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14675] removed dtor for sub_bitmap 000001A91FB124F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14686] removed dtor for sub_bitmap 000001A91FB11190
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14700] removed dtor for sub_bitmap 000001A91FB11D30
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14707] removed dtor for sub_bitmap 000001A91FB10BC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14713] removed dtor for sub_bitmap 000001A91FBB0000
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14719] removed dtor for sub_bitmap 000001A91FBB1360
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14730] removed dtor for sub_bitmap 000001A91FBB1170
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14736] removed dtor for sub_bitmap 000001A91FBB01F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14743] removed dtor for sub_bitmap 000001A91FBB05D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14749] removed dtor for sub_bitmap 000001A91FBB0BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14756] removed dtor for sub_bitmap 000001A91FBB03E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14766] removed dtor for sub_bitmap 000001A91FBB1550
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14773] removed dtor for sub_bitmap 000001A91FBB1740
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14778] removed dtor for sub_bitmap 000001A91FBB1930
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14788] removed dtor for sub_bitmap 000001A91FBAFC20
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14794] removed dtor for sub_bitmap 000001A91FBB0D90
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14800] removed dtor for sub_bitmap 000001A91FBAFE10
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14806] removed dtor for sub_bitmap 000001A91FBB07C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14813] removed dtor for sub_bitmap 000001A91FBB09B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14819] removed dtor for sub_bitmap 000001A91FBB0F80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14825] removed dtor for sub_bitmap 000001A91FBB3FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14831] removed dtor for sub_bitmap 000001A91FBB4760
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14838] removed dtor for sub_bitmap 000001A91FBB2E30
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14845] removed dtor for sub_bitmap 000001A91FBB3DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14851] removed dtor for sub_bitmap 000001A91FBB4190
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14856] removed dtor for sub_bitmap 000001A91FBB3210
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14862] removed dtor for sub_bitmap 000001A91FBB4380
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14872] removed dtor for sub_bitmap 000001A91FBB35F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14878] removed dtor for sub_bitmap 000001A91FBB37E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14889] removed dtor for sub_bitmap 000001A91FBB39D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14895] removed dtor for sub_bitmap 000001A91FBB3BC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14901] removed dtor for sub_bitmap 000001A91FBB2C40
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14907] removed dtor for sub_bitmap 000001A91FBB4570
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14913] removed dtor for sub_bitmap 000001A91FBB3020
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14924] removed dtor for sub_bitmap 000001A91FBB3400
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14930] removed dtor for sub_bitmap 000001A91FBB4950
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14937] removed dtor for sub_bitmap 000001A91FBB5C20
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14944] removed dtor for sub_bitmap 000001A91FBB61F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14952] removed dtor for sub_bitmap 000001A91FBB5E10
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14960] removed dtor for sub_bitmap 000001A91FBB6BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14967] removed dtor for sub_bitmap 000001A91FBB69B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14974] removed dtor for sub_bitmap 000001A91FBB6F80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14981] removed dtor for sub_bitmap 000001A91FBB5840
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14988] removed dtor for sub_bitmap 000001A91FBB5A30
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.14995] removed dtor for sub_bitmap 000001A91FBB6000
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15002] removed dtor for sub_bitmap 000001A91FBB63E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15007] removed dtor for sub_bitmap 000001A91FBB65D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15020] removed dtor for sub_bitmap 000001A91FBB7170
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15027] removed dtor for sub_bitmap 000001A91FBB6D90
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15036] removed dtor for sub_bitmap 000001A91FBB5460
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15042] removed dtor for sub_bitmap 000001A91FBB67C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15049] removed dtor for sub_bitmap 000001A91FBB5650
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15063] removed dtor for sub_bitmap 000001A91FBBA3D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15069] removed dtor for sub_bitmap 000001A91FBB9FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15074] removed dtor for sub_bitmap 000001A91FBBA9A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15080] removed dtor for sub_bitmap 000001A91FBBA5C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15086] removed dtor for sub_bitmap 000001A91FBB9450
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15095] removed dtor for sub_bitmap 000001A91FBB8C90
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15107] removed dtor for sub_bitmap 000001A91FBBA1E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15112] removed dtor for sub_bitmap 000001A91FBBA7B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15125] removed dtor for sub_bitmap 000001A91FBB9C10
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15134] removed dtor for sub_bitmap 000001A91FBB9640
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15139] removed dtor for sub_bitmap 000001A91FBB8E80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15145] removed dtor for sub_bitmap 000001A91FBB9E00
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15150] removed dtor for sub_bitmap 000001A91FBB9A20
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15161] removed dtor for sub_bitmap 000001A91FBB9070
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15166] removed dtor for sub_bitmap 000001A91FBB9260
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15177] removed dtor for sub_bitmap 000001A91FBB9830
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15186] removed dtor for sub_bitmap 000001A91FBBCBF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15191] removed dtor for sub_bitmap 000001A91FBBBA80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15196] removed dtor for sub_bitmap 000001A91FBBC620
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15201] removed dtor for sub_bitmap 000001A91FBBC810
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15208] removed dtor for sub_bitmap 000001A91FBBB4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15217] removed dtor for sub_bitmap 000001A91FBBCA00
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15222] removed dtor for sub_bitmap 000001A91FBBC430
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15228] removed dtor for sub_bitmap 000001A91FBBCDE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15233] removed dtor for sub_bitmap 000001A91FBBBC70
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15238] removed dtor for sub_bitmap 000001A91FBBCFD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15243] removed dtor for sub_bitmap 000001A91FBBD1C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15248] removed dtor for sub_bitmap 000001A91FBBC050
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15253] removed dtor for sub_bitmap 000001A91FBBB6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15259] removed dtor for sub_bitmap 000001A91FBBB890
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15264] removed dtor for sub_bitmap 000001A91FBBBE60
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15269] removed dtor for sub_bitmap 000001A91FBBC240
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15274] removed dtor for sub_bitmap 000001A91FBBECE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15279] removed dtor for sub_bitmap 000001A91FBC0230
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15284] removed dtor for sub_bitmap 000001A91FBBF880
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15289] removed dtor for sub_bitmap 000001A91FBC0610
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15299] removed dtor for sub_bitmap 000001A91FBBEED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15304] removed dtor for sub_bitmap 000001A91FBBFA70
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15309] removed dtor for sub_bitmap 000001A91FBBFC60
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15319] removed dtor for sub_bitmap 000001A91FBBF4A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15329] removed dtor for sub_bitmap 000001A91FBC09F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15334] removed dtor for sub_bitmap 000001A91FBC0800
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15339] removed dtor for sub_bitmap 000001A91FBBF0C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15344] removed dtor for sub_bitmap 000001A91FBBF690
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15349] removed dtor for sub_bitmap 000001A91FBBFE50
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15358] removed dtor for sub_bitmap 000001A91FBC0040
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15363] removed dtor for sub_bitmap 000001A91FBBF2B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15368] removed dtor for sub_bitmap 000001A91FBC0420
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15373] removed dtor for sub_bitmap 000001A91FBC2A00
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15378] removed dtor for sub_bitmap 000001A91FBC0CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15383] removed dtor for sub_bitmap 000001A91FBC0EE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15388] removed dtor for sub_bitmap 000001A91FBC2430
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15396] removed dtor for sub_bitmap 000001A91FBC1E60
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15402] removed dtor for sub_bitmap 000001A91FBC10D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15407] removed dtor for sub_bitmap 000001A91FBC16A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15412] removed dtor for sub_bitmap 000001A91FBC2050
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15416] removed dtor for sub_bitmap 000001A91FBC1C70
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15421] removed dtor for sub_bitmap 000001A91FBC1890
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15426] removed dtor for sub_bitmap 000001A91FBC2240
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15431] removed dtor for sub_bitmap 000001A91FBC12C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15436] removed dtor for sub_bitmap 000001A91FBC2620
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15442] removed dtor for sub_bitmap 000001A91FBC14B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15446] removed dtor for sub_bitmap 000001A91FBC2810
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15451] removed dtor for sub_bitmap 000001A91FBC1A80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15456] removed dtor for sub_bitmap 000001A91FBC3EC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15460] removed dtor for sub_bitmap 000001A91FBC6960
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15465] removed dtor for sub_bitmap 000001A91FBC3700
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15471] removed dtor for sub_bitmap 000001A91FBC4680
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15475] removed dtor for sub_bitmap 000001A91FBC40B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15480] removed dtor for sub_bitmap 000001A91FBC61A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15488] removed dtor for sub_bitmap 000001A91FBC6580
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15493] removed dtor for sub_bitmap 000001A91FBC6770
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15498] removed dtor for sub_bitmap 000001A91FBC5030
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15502] removed dtor for sub_bitmap 000001A91FBC38F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15507] removed dtor for sub_bitmap 000001A91FBC5DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15512] removed dtor for sub_bitmap 000001A91FBC6B50
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15517] removed dtor for sub_bitmap 000001A91FBC7120
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15522] removed dtor for sub_bitmap 000001A91FBC5BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15527] removed dtor for sub_bitmap 000001A91FBC6F30
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15532] removed dtor for sub_bitmap 000001A91FBC5220
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15538] removed dtor for sub_bitmap 000001A91FBC42A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15542] removed dtor for sub_bitmap 000001A91FBC4E40
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.15547] removed dtor for sub_bitmap 000001A91FBC3AE0
